date_time,cpu_percent,mem_percent,cpu_average,pid_len,cpu_listval
2023-05-26 09:36:55,21.2,63.3,25.89,313,"34.7,29.2,30.8,38.5,10.8,23.1,20.0,20.0"
2023-05-26 09:36:57,28.2,63.1,32.66,312,"43.1,32.3,32.8,25.0,31.2,34.4,34.4,28.1"
2023-05-26 09:36:59,25.2,63.2,32.64,312,"29.9,46.9,35.9,29.7,37.5,25.0,35.9,20.3"
2023-05-26 09:37:01,59.8,63.5,60.62,317,"60.3,60.6,62.5,75.0,59.4,46.9,70.3,50.0"
2023-05-26 09:37:03,68.8,63.7,81.1,315,"87.1,82.1,84.4,90.6,70.3,78.1,75.0,81.2"
2023-05-26 09:37:05,43.3,63.5,30.29,312,"42.5,31.2,20.3,40.6,31.2,28.1,31.2,17.2"
2023-05-26 09:37:07,34.3,63.4,41.9,312,"49.3,53.1,43.8,60.9,40.6,35.9,26.6,25.0"
2023-05-26 09:37:09,22.7,63.4,19.09,313,"32.9,13.8,20.0,33.8,13.8,9.2,15.4,13.8"
2023-05-26 09:37:11,41.0,63.5,28.72,312,"34.8,21.5,46.2,29.2,27.3,23.1,21.5,26.2"
2023-05-26 09:37:13,27.9,63.4,20.85,312,"31.9,23.4,15.4,23.1,26.6,13.8,15.4,17.2"
2023-05-26 09:37:15,23.6,63.4,25.51,312,"53.4,27.7,20.0,23.1,13.8,15.4,21.5,29.2"
2023-05-26 09:37:17,35.2,63.3,37.44,313,"47.1,18.5,46.2,29.2,50.8,32.3,49.2,26.2"
2023-05-26 09:37:19,25.9,63.4,20.31,313,"27.1,20.0,33.8,36.9,23.1,4.6,6.2,10.8"
2023-05-26 09:37:21,21.8,63.3,22.5,313,"29.2,18.5,13.8,20.0,26.2,23.1,29.2,20.0"
2023-05-26 09:37:23,22.9,63.3,20.76,313,"38.4,18.5,16.9,12.3,13.8,20.0,30.8,15.4"
2023-05-26 09:37:25,26.0,63.3,38.5,314,"54.2,27.7,49.2,32.3,36.9,49.2,35.4,23.1"
2023-05-26 09:37:27,27.7,63.3,31.82,314,"39.4,32.8,20.3,57.8,23.4,25.0,21.5,34.4"
2023-05-26 09:37:29,34.1,63.3,20.47,314,"26.1,14.1,4.7,34.4,18.8,14.1,21.9,29.7"
2023-05-26 09:37:31,33.0,63.3,31.16,313,"61.6,23.1,41.5,23.1,27.7,23.1,29.2,20.0"
2023-05-26 09:37:33,20.6,63.3,19.72,313,"48.6,40.0,16.9,12.3,12.3,10.8,7.7,9.2"
2023-05-26 09:37:35,22.4,63.3,21.71,313,"29.0,23.1,35.4,38.5,10.8,9.2,18.5,9.2"
2023-05-26 09:37:37,21.7,63.3,21.6,313,"25.0,18.5,38.5,20.0,15.4,16.9,20.0,18.5"
2023-05-26 09:37:39,23.6,63.2,29.1,313,"50.0,25.0,26.6,46.9,21.9,6.2,25.0,31.2"
2023-05-26 09:37:41,39.2,63.3,19.56,312,"29.2,12.3,6.2,56.9,21.2,13.8,9.2,7.7"
2023-05-26 09:37:43,28.5,62.7,24.03,311,"33.8,41.5,12.3,26.2,21.5,21.5,18.5,16.9"
2023-05-26 09:37:46,19.4,62.9,21.55,311,"28.6,37.5,9.4,20.3,15.6,14.1,20.3,26.6"
2023-05-26 09:37:48,28.3,62.9,40.36,310,"53.6,40.9,49.2,36.9,50.0,30.8,24.6,36.9"
2023-05-26 09:37:50,22.7,62.7,33.01,310,"32.9,23.4,31.2,45.3,29.7,29.7,34.4,37.5"
2023-05-26 09:37:52,23.1,62.7,43.23,310,"58.1,46.9,43.1,65.6,40.6,21.9,44.6,25.0"
2023-05-26 09:37:54,30.9,62.6,23.62,310,"26.5,10.9,17.2,18.8,39.1,9.4,31.2,35.9"
2023-05-26 09:37:56,20.1,62.6,20.59,310,"33.3,20.3,34.4,9.4,9.4,9.4,26.6,21.9"
2023-05-26 09:37:58,22.3,62.6,25.55,309,"30.6,20.0,41.5,29.2,15.4,12.3,27.7,27.7"
2023-05-26 09:38:00,20.5,62.5,23.76,309,"34.3,32.8,15.6,23.4,15.6,18.8,25.0,24.6"
2023-05-26 09:38:02,21.3,62.8,20.05,309,"32.9,13.8,20.0,13.8,12.3,13.8,21.5,32.3"
2023-05-26 09:38:04,23.0,62.7,29.24,309,"43.1,30.8,27.7,36.9,24.6,18.5,29.2,23.1"
2023-05-26 09:38:06,27.0,62.7,30.74,310,"27.5,31.2,46.9,48.4,26.6,18.8,26.2,20.3"
2023-05-26 09:38:08,22.1,62.6,25.43,310,"48.6,26.6,26.6,25.0,12.5,18.8,15.6,29.7"
2023-05-26 09:38:10,21.5,62.8,21.51,310,"47.4,16.9,15.4,23.1,20.0,3.1,23.1,23.1"
2023-05-26 09:38:12,26.3,62.8,18.14,309,"26.5,6.2,7.7,12.3,26.2,7.7,15.4,43.1"
2023-05-26 09:38:14,38.4,63.0,18.87,309,"18.6,23.1,30.8,23.1,26.2,13.8,7.7,7.7"
2023-05-26 09:38:16,24.4,62.7,19.38,309,"14.9,26.2,10.8,9.2,23.1,15.4,35.4,20.0"
2023-05-26 09:38:18,22.4,62.5,21.09,309,"21.1,24.6,9.2,41.5,33.8,15.4,12.3,10.8"
2023-05-26 09:38:20,22.7,62.5,19.77,309,"33.3,31.2,31.2,32.8,6.2,1.6,14.1,7.8"
2023-05-26 09:38:22,21.4,62.4,19.07,309,"29.6,44.6,20.0,12.3,12.3,9.2,16.9,7.7"
2023-05-26 09:38:24,26.1,62.4,21.39,309,"28.2,13.8,20.0,10.8,21.5,13.8,33.8,29.2"
2023-05-26 09:38:26,21.2,62.4,40.86,309,"47.8,35.4,56.1,56.9,36.9,29.2,32.3,32.3"
2023-05-26 09:38:28,35.6,62.5,27.39,309,"32.9,26.2,56.9,16.9,20.0,18.5,23.1,24.6"
2023-05-26 09:38:30,36.3,62.5,44.48,309,"45.8,46.9,50.0,50.0,53.8,40.6,40.6,28.1"
2023-05-26 09:38:32,25.8,62.5,20.71,309,"38.0,33.8,15.4,35.4,10.8,10.8,16.9,4.6"
2023-05-26 09:38:34,27.1,62.5,35.77,309,"47.1,34.4,45.3,40.6,34.4,25.0,26.6,32.8"
2023-05-26 09:38:36,19.8,62.4,28.39,308,"33.3,24.6,30.8,56.9,16.9,24.6,16.9,23.1"
2023-05-26 09:38:38,22.6,62.3,23.59,308,"40.8,21.9,29.7,12.5,20.0,13.8,28.1,21.9"
2023-05-26 09:38:40,19.0,62.3,20.0,308,"32.4,29.2,16.9,24.6,16.9,12.3,20.0,7.7"
2023-05-26 09:38:42,23.0,62.3,21.51,308,"30.6,21.5,36.9,27.7,15.4,7.7,21.5,10.8"
2023-05-26 09:38:44,21.4,62.3,19.15,308,"22.5,15.4,9.2,13.8,23.1,20.0,24.6,24.6"
2023-05-26 09:38:46,20.5,62.3,22.7,308,"32.4,33.8,35.4,15.4,21.5,10.8,18.5,13.8"
2023-05-26 09:38:48,22.5,62.3,23.19,308,"44.9,12.5,43.8,15.6,15.6,17.2,15.6,20.3"
2023-05-26 09:38:51,27.9,62.3,22.2,308,"26.8,26.2,21.5,36.9,15.4,18.5,23.1,9.2"
2023-05-26 09:38:53,22.7,62.4,19.1,308,"32.9,24.6,6.2,12.3,32.3,16.9,13.8,13.8"
2023-05-26 09:38:55,20.9,62.4,34.57,310,"43.2,42.2,51.6,28.1,31.2,24.6,33.8,21.9"
2023-05-26 09:38:57,30.2,62.5,24.79,308,"34.3,37.5,23.4,29.7,12.5,25.0,15.6,20.3"
2023-05-26 09:38:59,23.1,62.5,23.76,308,"38.6,21.9,21.9,39.1,12.5,26.6,12.3,17.2"
2023-05-26 09:39:01,24.2,62.4,21.44,308,"41.7,26.6,21.9,26.6,9.4,12.5,15.6,17.2"
2023-05-26 09:39:03,21.0,62.4,19.75,308,"31.4,18.8,15.6,42.2,14.1,3.1,9.4,23.4"
2023-05-26 09:39:05,26.3,62.4,22.54,308,"52.2,18.8,21.9,32.8,12.5,6.2,10.9,25.0"
2023-05-26 09:39:07,24.1,62.3,18.85,308,"29.0,15.6,4.7,3.1,31.2,26.6,23.4,17.2"
2023-05-26 09:39:09,37.1,62.3,26.79,309,"34.3,36.9,40.0,27.7,30.8,9.2,20.0,15.4"
2023-05-26 09:39:11,22.4,62.6,20.94,307,"26.1,18.5,29.2,15.2,23.1,18.5,15.4,21.5"
2023-05-26 09:39:13,24.5,62.6,35.89,307,"47.1,41.5,38.5,24.6,40.0,23.1,41.5,30.8"
