date_time,cpu_percent,mem_percent,cpu_average,pid_len,cpu_listval
2023-05-30 11:30:14,29.3,56.2,33.52,304,"78.4,18.2,27.7,36.6,36.9,13.8,39.7,16.9"
2023-05-30 11:30:26,31.0,56.2,27.18,303,"76.0,10.8,34.8,13.8,34.3,12.3,16.9,18.5"
2023-05-30 11:30:38,26.5,56.3,23.54,303,"77.7,7.7,32.3,9.2,30.8,7.7,10.8,12.1"
2023-05-30 11:30:50,28.8,56.3,30.8,304,"59.1,82.7,27.7,13.8,18.5,9.2,16.9,18.5"
2023-05-30 11:31:02,30.7,56.4,31.93,304,"50.0,29.6,33.8,7.7,30.8,54.9,19.4,29.2"
2023-05-30 11:31:14,36.5,56.4,25.17,303,"42.3,12.3,18.5,10.8,18.2,57.6,29.6,12.1"
2023-05-30 11:31:26,31.9,56.5,23.18,304,"39.7,7.7,19.7,4.6,16.9,61.4,24.6,10.8"
2023-05-30 11:31:38,29.2,56.3,22.26,303,"60.0,6.2,59.8,9.4,20.9,6.2,7.8,7.8"
2023-05-30 11:31:50,31.4,56.3,21.22,303,"45.8,15.4,24.6,13.8,23.1,27.1,7.7,12.3"
2023-05-30 11:32:02,39.2,56.4,23.71,304,"74.7,12.3,40.0,10.8,16.9,10.6,13.6,10.8"
2023-05-30 11:32:14,31.7,56.2,28.4,303,"62.1,7.7,25.8,13.6,22.7,10.8,72.2,12.3"
2023-05-30 11:32:27,32.0,56.4,25.18,304,"80.6,13.8,24.2,9.2,33.8,10.8,13.8,15.2"
2023-05-30 11:32:39,37.2,56.3,23.8,304,"79.6,9.2,27.7,15.4,26.2,12.3,13.8,6.2"
2023-05-30 11:32:51,31.2,56.3,25.43,303,"40.3,15.4,40.0,13.8,30.9,12.3,33.8,16.9"
2023-05-30 11:33:03,28.4,56.2,28.11,302,"84.3,19.7,20.0,12.1,41.8,23.9,12.3,10.8"
2023-05-30 11:33:15,30.3,56.3,23.5,302,"68.8,7.7,45.3,10.8,27.7,9.2,10.8,7.7"
2023-05-30 11:33:27,31.8,56.6,30.07,303,"63.1,14.1,34.8,7.8,37.5,67.7,10.9,4.7"
2023-05-30 11:33:39,31.6,56.3,24.0,303,"75.8,9.4,38.0,12.5,28.1,9.4,9.4,9.4"
